order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time_x,source_x,late_delivery,latency_days,weekend,item_id,product_id,quantity,list_price_x,discount,extract_time_y,source_y,EGP,list_price_egp,product_name,brand_id,category_id,model_year,list_price_y,extract_time,source
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,2024-04-28 18:44:54.651800,postgres,True,1.0,False,1,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,2024-04-28 18:44:54.651800,postgres,True,1.0,False,2,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,2024-04-28 18:44:54.651800,postgres,True,1.0,False,2,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,2024-04-28 18:44:54.651800,postgres,False,,True,1,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,2024-04-28 18:44:54.651800,postgres,False,,False,1,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,5,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
185,24,3,2016-04-20,2016-04-20,,1,2,2024-04-28 18:44:54.651800,postgres,False,,False,1,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,2024-04-28 18:44:54.651800,postgres,True,1.0,True,5,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,2024-04-28 18:44:54.651800,postgres,True,1.0,False,4,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,2024-04-28 18:44:54.651800,postgres,True,1.0,False,3,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,2024-04-28 18:44:54.651800,postgres,False,,True,1,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,2024-04-28 18:44:54.651800,postgres,False,,True,1,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,2024-04-28 18:44:54.651800,postgres,False,,False,1,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,2024-04-28 18:44:54.651800,postgres,True,1.0,True,4,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,2024-04-28 18:44:54.651800,postgres,False,,True,1,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
349,30,3,2016-08-03,2016-08-03,,1,3,2024-04-28 18:44:54.651800,postgres,False,,False,1,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
350,31,3,2016-08-03,2016-08-03,,1,3,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,2024-04-28 18:44:54.651800,postgres,True,1.0,False,4,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,2024-04-28 18:44:54.651800,postgres,True,1.0,False,1,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
407,77,3,2016-09-01,2016-09-01,,3,8,2024-04-28 18:44:54.651800,postgres,False,,False,1,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,2024-04-28 18:44:54.651800,postgres,False,,True,2,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,2024-04-28 18:44:54.651800,postgres,True,2.0,False,3,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,2024-04-28 18:44:54.651800,postgres,True,2.0,False,1,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,2024-04-28 18:44:54.651800,postgres,True,1.0,False,3,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,2024-04-28 18:44:54.651800,postgres,True,1.0,True,2,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,2024-04-28 18:44:54.651800,postgres,False,,True,4,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,2024-04-28 18:44:54.651800,postgres,False,,False,4,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,2024-04-28 18:44:54.651800,postgres,False,,True,3,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,2024-04-28 18:44:54.651800,postgres,True,1.0,False,2,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,2024-04-28 18:44:54.651800,postgres,False,,False,4,20,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,2024-04-28 18:44:54.651800,postgres,True,2.0,False,3,20,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
590,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
612,634,4,2016-12-16,2016-12-17,2016-12-17,2,7,2024-04-28 18:44:54.651800,postgres,False,,False,4,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
691,1081,4,2017-02-04,2017-02-06,2017-02-06,2,7,2024-04-28 18:44:54.651800,postgres,False,,True,4,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
774,690,4,2017-03-12,2017-03-14,2017-03-14,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
782,1298,4,2017-03-15,2017-03-16,2017-03-18,2,7,2024-04-28 18:44:54.651800,postgres,True,2.0,False,1,20,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
833,406,4,2017-04-12,2017-04-14,2017-04-15,2,7,2024-04-28 18:44:54.651800,postgres,True,1.0,False,1,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
905,609,4,2017-05-23,2017-05-26,2017-05-24,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,4,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
914,1068,4,2017-05-28,2017-05-31,2017-05-31,1,2,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
948,618,4,2017-06-15,2017-06-17,2017-06-17,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
948,618,4,2017-06-15,2017-06-17,2017-06-17,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
952,355,4,2017-06-16,2017-06-18,2017-06-18,2,7,2024-04-28 18:44:54.651800,postgres,False,,True,1,20,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
983,1158,4,2017-06-27,2017-06-28,2017-06-29,2,6,2024-04-28 18:44:54.651800,postgres,True,1.0,False,2,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
992,723,4,2017-07-07,2017-07-10,2017-07-09,2,7,2024-04-28 18:44:54.651800,postgres,False,,True,3,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1006,1070,4,2017-07-15,2017-07-18,2017-07-17,2,7,2024-04-28 18:44:54.651800,postgres,False,,True,1,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1020,16,3,2017-07-23,2017-07-23,,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,1,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1029,407,4,2017-07-29,2017-07-30,2017-08-01,1,3,2024-04-28 18:44:54.651800,postgres,True,2.0,False,1,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1043,1235,4,2017-08-06,2017-08-09,2017-08-08,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1073,911,4,2017-08-18,2017-08-19,2017-08-21,2,7,2024-04-28 18:44:54.651800,postgres,True,2.0,True,3,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1142,554,4,2017-09-23,2017-09-26,2017-09-26,1,3,2024-04-28 18:44:54.651800,postgres,False,,False,1,20,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1157,24,4,2017-10-01,2017-10-03,2017-10-04,1,3,2024-04-28 18:44:54.651800,postgres,True,1.0,False,1,20,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1175,292,4,2017-10-09,2017-10-11,2017-10-12,2,6,2024-04-28 18:44:54.651800,postgres,True,1.0,False,3,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1228,1041,4,2017-11-04,2017-11-06,2017-11-06,2,6,2024-04-28 18:44:54.651800,postgres,False,,True,3,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1250,1188,4,2017-11-17,2017-11-19,2017-11-18,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1273,1268,4,2017-11-27,2017-11-29,2017-11-29,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1302,322,4,2017-12-16,2017-12-18,2017-12-19,2,7,2024-04-28 18:44:54.651800,postgres,True,1.0,False,2,20,2,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1312,311,4,2017-12-25,2017-12-28,2017-12-26,1,3,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1323,273,4,2017-12-31,,,2,6,2024-04-28 18:44:54.651800,postgres,False,,False,2,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1426,938,4,2018-03-07,2018-03-08,2018-03-10,2,6,2024-04-28 18:44:54.651800,postgres,True,2.0,False,2,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1571,80,1,2018-04-22,2018-04-22,,2,7,2024-04-28 18:44:54.651800,postgres,False,,False,3,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 19:24:05.466871,datalake
1,259,4,2016-01-01,2016-01-03,2016-01-03,1,2,2024-04-28 18:44:54.651800,postgres,False,,True,2,8,2,1799.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 19:24:05.466871,datalake
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:44:54.651800,postgres,True,2.0,False,2,8,1,1799.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 19:24:05.466871,datalake
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:44:54.651800,postgres,False,,False,1,8,1,1799.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 19:24:05.466871,datalake
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:44:54.651800,postgres,False,,False,1,8,1,1799.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 19:24:05.466871,datalake
