order_id,item_id,product_id,quantity,list_price,discount,extract_time,source,EGP,list_price_egp
30,3,19,1,449.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
30,4,4,1,2899.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
30,5,7,2,3999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
31,1,11,2,1680.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
31,2,9,2,2999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
32,1,8,2,1799.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
32,2,12,2,549.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
32,3,25,2,499.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
33,1,23,2,299.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
33,2,7,1,3999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
34,1,8,2,1799.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
34,2,10,2,1549.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
34,3,17,2,429.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
35,1,18,1,449.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
35,2,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
35,3,5,1,1320.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
35,4,21,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
35,5,22,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
36,1,9,1,2999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
36,2,5,1,1320.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
36,3,3,2,999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
37,1,16,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
38,1,7,2,3999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
38,2,23,1,299.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
38,3,25,1,499.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
38,4,10,2,1549.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
38,5,24,1,549.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
39,1,22,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
39,2,16,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
39,3,3,2,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
39,4,15,1,529.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
40,1,17,1,429.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
40,2,8,2,1799.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
41,1,5,1,1320.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
41,2,19,2,449.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
41,3,26,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
42,1,19,1,449.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
43,1,13,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
43,2,12,2,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
44,1,7,1,3999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
44,2,16,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
45,1,4,2,2899.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
45,2,22,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
45,3,21,2,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
46,1,17,1,429.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
47,1,6,1,469.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
47,2,15,1,529.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
47,3,25,2,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
47,4,13,1,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
48,1,11,1,1680.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
48,2,4,1,2899.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
48,3,5,2,1320.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
48,4,14,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
49,1,13,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
50,1,3,1,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
50,2,26,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
50,3,13,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
51,1,13,1,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
51,2,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
51,3,26,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
52,1,25,1,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
53,1,8,2,1799.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
53,2,23,2,299.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
53,3,14,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
53,4,25,2,499.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
54,1,26,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
54,2,3,1,999.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
55,1,21,1,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
55,2,25,2,499.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
55,3,15,2,529.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
56,1,20,2,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
57,1,23,2,299.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
57,2,19,2,449.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
57,3,13,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
58,1,14,2,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
58,2,18,1,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
58,3,23,1,299.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
59,1,21,1,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
59,2,2,1,749.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
59,3,17,2,429.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
60,1,14,2,269.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
60,2,4,1,2899.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
60,3,15,1,529.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
60,4,22,1,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
61,1,25,1,499.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
61,2,15,2,529.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
61,3,5,2,1320.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
62,1,14,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
62,2,8,2,1799.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
62,3,22,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
63,1,25,2,499.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
63,2,19,2,449.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
63,3,3,1,999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
64,1,25,2,499.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
64,2,22,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
64,3,23,2,299.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
64,4,24,2,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
65,1,12,1,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
66,1,2,1,749.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
66,2,23,1,299.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
66,3,12,1,549.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
67,1,23,2,299.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
67,2,12,2,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
67,3,21,1,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
67,4,5,2,1320.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
67,5,19,1,449.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
68,1,13,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
68,2,17,1,429.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
69,1,22,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
69,2,5,1,1320.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
69,3,10,1,1549.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
70,1,3,2,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
70,2,18,1,449.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
70,3,20,1,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
71,1,26,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
71,2,24,1,549.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
71,3,18,1,449.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
72,1,17,2,429.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
72,2,12,1,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
72,3,13,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
73,1,22,1,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
73,2,26,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
73,3,3,2,999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
73,4,25,1,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
73,5,23,2,299.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
74,1,16,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
74,2,6,1,469.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
75,1,3,1,999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
75,2,7,2,3999.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
75,3,15,1,529.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
76,1,12,1,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
76,2,11,2,1680.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
76,3,5,1,1320.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
77,1,20,1,599.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
77,2,24,2,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
77,3,26,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
77,4,25,1,499.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
78,1,17,1,429.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
78,2,19,1,449.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
78,3,18,2,449.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
78,4,14,2,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
79,1,9,2,2999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
79,2,17,2,429.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
79,3,6,1,469.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
79,4,25,2,499.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
80,1,26,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
80,2,24,1,549.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
80,3,17,1,429.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
81,1,10,2,1549.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
81,2,23,2,299.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
81,3,25,2,499.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
82,1,25,2,499.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
82,2,11,2,1680.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
83,1,20,1,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
83,2,3,2,999.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
84,1,23,2,299.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
84,2,15,2,529.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
85,1,4,2,2899.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
85,2,18,1,449.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
86,1,9,2,2999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,143584.06638484998
86,2,23,2,299.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
86,3,21,2,269.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
86,4,15,1,529.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
87,1,20,2,599.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
87,2,23,2,299.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,14357.975884849999
88,1,10,1,1549.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
88,2,8,2,1799.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
88,3,7,1,3999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,191445.58138484997
89,1,5,1,1320.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,63224.58269985
89,2,6,2,469.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
90,1,3,1,999.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,47861.03638485
90,2,6,1,469.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,22494.433434849998
91,1,11,1,1680.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
91,2,25,1,499.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,23930.27888485
91,3,15,2,529.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,25366.12433485
91,4,13,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
92,1,8,1,1799.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
93,1,22,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
93,2,17,1,429.0,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,20532.589935
93,3,21,1,269.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
93,4,2,1,749.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,35895.657634849995
93,5,10,2,1549.0,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
94,1,12,1,549.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,26323.35463485
94,2,4,1,2899.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,138797.91488484998
94,3,11,1,1680.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,80454.72809984999
94,4,21,2,269.99,0.07,2024-04-28 18:44:47.242831,postgres,47.861515,12922.13043485
95,1,10,2,1549.0,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,74137.486735
95,2,19,1,449.0,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,21489.820235
95,3,8,2,1799.99,0.2,2024-04-28 18:44:47.242831,postgres,47.861515,86150.24838485
95,4,20,2,599.99,0.05,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
96,1,26,1,599.99,0.1,2024-04-28 18:44:47.242831,postgres,47.861515,28716.43038485
